#instrument     mjdstart    exp    flt flux  unc    sig
GTC/ULTRACAM    59933.17344  19.99 u    0.59  2.99   0.20 
GTC/ULTRACAM    59933.17344  19.99 g    0.17  1.02   0.16 
GTC/ULTRACAM    59933.17344  19.99 r    0.62  1.41   0.44 
GTC/ULTRACAM    59933.17367  19.99 g   -1.06  1.23  -0.86 
GTC/ULTRACAM    59933.17367  19.99 r    4.08  1.62   2.52 
GTC/ULTRACAM    59933.17390  19.99 g    1.40  1.26   1.11 
GTC/ULTRACAM    59933.17390  19.99 r    0.06  1.55   0.04 
GTC/ULTRACAM    59933.17414  19.99 u    2.26  3.29   0.69 
GTC/ULTRACAM    59933.17414  19.99 g   -0.28  0.97  -0.29 
GTC/ULTRACAM    59933.17414  19.99 r    0.91  1.51   0.60 
GTC/ULTRACAM    59933.17437  19.99 u    4.88  2.80   1.74 
GTC/ULTRACAM    59933.17437  19.99 g   -0.79  1.05  -0.75 
GTC/ULTRACAM    59933.17437  19.99 r   -0.02  1.37  -0.02 
GTC/ULTRACAM    59933.17460  19.99 u    3.21  2.66   1.21 
GTC/ULTRACAM    59933.17460  19.99 g   -0.11  0.98  -0.11 
GTC/ULTRACAM    59933.17460  19.99 r    1.98  1.46   1.36 
GTC/ULTRACAM    59933.17483  19.99 g    1.47  1.22   1.20 
GTC/ULTRACAM    59933.17483  19.99 r    3.38  1.45   2.33 
GTC/ULTRACAM    59933.17506  19.99 u    2.16  2.57   0.84 
GTC/ULTRACAM    59933.17506  19.99 g    1.23  0.94   1.31 
GTC/ULTRACAM    59933.17506  19.99 r    0.19  1.37   0.14 
GTC/ULTRACAM    59933.17529  19.99 u    4.88  2.64   1.85 
GTC/ULTRACAM    59933.17529  19.99 g   -1.22  0.95  -1.29 
GTC/ULTRACAM    59933.17529  19.99 r    1.14  1.36   0.84 
GTC/ULTRACAM    59933.17552  19.99 u    3.49  2.68   1.30 
GTC/ULTRACAM    59933.17552  19.99 g    0.17  1.00   0.17 
GTC/ULTRACAM    59933.17552  19.99 r   -0.18  1.34  -0.13 
GTC/ULTRACAM    59933.17576  19.99 u    2.85  2.51   1.14 
GTC/ULTRACAM    59933.17576  19.99 g   -0.16  1.04  -0.16 
GTC/ULTRACAM    59933.17576  19.99 r    0.24  1.36   0.18 
GTC/ULTRACAM    59933.17599  19.99 u    0.61  2.60   0.24 
GTC/ULTRACAM    59933.17599  19.99 g    0.62  0.93   0.67 
GTC/ULTRACAM    59933.17599  19.99 r   -0.20  1.41  -0.14 
GTC/ULTRACAM    59933.17622  19.99 u    2.50  2.62   0.95 
GTC/ULTRACAM    59933.17622  19.99 g    0.25  0.92   0.27 
GTC/ULTRACAM    59933.17622  19.99 r   -0.37  1.45  -0.25 
GTC/ULTRACAM    59933.17645  19.99 u    2.36  2.43   0.97 
GTC/ULTRACAM    59933.17645  19.99 g    0.44  0.93   0.48 
GTC/ULTRACAM    59933.17645  19.99 r    0.91  1.22   0.75 
GTC/ULTRACAM    59933.17668  19.99 u    4.00  2.61   1.53 
GTC/ULTRACAM    59933.17668  19.99 g    0.91  1.08   0.84 
GTC/ULTRACAM    59933.17668  19.99 r   -0.19  1.25  -0.15 
GTC/ULTRACAM    59933.17691  19.99 u    2.20  2.55   0.86 
GTC/ULTRACAM    59933.17691  19.99 g    0.36  0.99   0.37 
GTC/ULTRACAM    59933.17691  19.99 r   -1.83  1.40  -1.31 
GTC/ULTRACAM    59933.17715  19.99 u    6.26  2.80   2.24 
GTC/ULTRACAM    59933.17715  19.99 g   -0.21  0.96  -0.22 
GTC/ULTRACAM    59933.17715  19.99 r   -1.34  1.25  -1.07 
GTC/ULTRACAM    59933.17738  19.99 u    0.95  2.48   0.38 
GTC/ULTRACAM    59933.17738  19.99 g   -2.28  0.92  -2.48 
GTC/ULTRACAM    59933.17738  19.99 r    0.11  1.33   0.08 
GTC/ULTRACAM    59933.17761  19.99 u    5.97  2.99   2.00 
GTC/ULTRACAM    59933.17761  19.99 g   -0.28  1.02  -0.27 
GTC/ULTRACAM    59933.17761  19.99 r    1.90  1.52   1.25 
GTC/ULTRACAM    59933.17784  19.99 g    1.15  1.26   0.91 
GTC/ULTRACAM    59933.17784  19.99 r    3.17  1.64   1.93 
GTC/ULTRACAM    59933.17807  19.99 g   -0.78  1.27  -0.61 
GTC/ULTRACAM    59933.17807  19.99 r    3.46  1.67   2.07 
GTC/ULTRACAM    59933.17830  19.99 u    5.36  3.47   1.54 
GTC/ULTRACAM    59933.17830  19.99 g    0.75  1.35   0.56 
GTC/ULTRACAM    59933.17830  19.99 r   -1.36  1.61  -0.84 
GTC/ULTRACAM    59933.17854  19.99 g   -0.80  1.13  -0.71 
GTC/ULTRACAM    59933.17854  19.99 r    0.93  1.66   0.56 
GTC/ULTRACAM    59933.17877  19.99 u   -0.97  3.46  -0.28 
GTC/ULTRACAM    59933.17877  19.99 g    0.50  1.24   0.41 
GTC/ULTRACAM    59933.17877  19.99 r    0.07  1.49   0.04 
GTC/ULTRACAM    59933.17900  19.99 g   -0.46  1.17  -0.39 
GTC/ULTRACAM    59933.17900  19.99 r   -0.40  1.69  -0.24 
GTC/ULTRACAM    59933.17923  19.99 u    4.87  3.78   1.29 
GTC/ULTRACAM    59933.17923  19.99 g    1.24  1.27   0.98 
GTC/ULTRACAM    59933.17923  19.99 r    0.19  1.62   0.11 
GTC/ULTRACAM    59933.17946  19.99 g    1.83  1.22   1.50 
GTC/ULTRACAM    59933.17946  19.99 r    1.86  1.54   1.21 
GTC/ULTRACAM    59933.17969  19.99 u   -1.46  3.24  -0.45 
GTC/ULTRACAM    59933.17969  19.99 g    0.98  1.17   0.84 
GTC/ULTRACAM    59933.17969  19.99 r    3.55  1.36   2.61 
GTC/ULTRACAM    59933.17992  19.99 u    0.57  2.77   0.21 
GTC/ULTRACAM    59933.17992  19.99 g   -0.86  1.16  -0.74 
GTC/ULTRACAM    59933.17992  19.99 r    0.99  1.40   0.71 
GTC/ULTRACAM    59933.18016  19.99 u    2.35  2.90   0.81 
GTC/ULTRACAM    59933.18016  19.99 g    0.16  1.07   0.15 
GTC/ULTRACAM    59933.18016  19.99 r   -0.32  1.42  -0.22 
GTC/ULTRACAM    59933.18039  19.99 u   -0.89  2.83  -0.32 
GTC/ULTRACAM    59933.18039  19.99 g    1.23  1.02   1.21 
GTC/ULTRACAM    59933.18039  19.99 r    3.92  1.31   2.99 
KP84/SEDM2      59933.19439 120.00 r   -1.71  0.99  -1.73 
KP84/SEDM2      59933.19632 120.00 r   -1.82  1.06  -1.72 
KP84/SEDM2      59933.19798 120.00 r   -1.21  1.11  -1.09 
KP84/SEDM2      59933.19951 120.00 r   -1.54  1.05  -1.47 
KP84/SEDM2      59933.20155 120.00 r   -1.43  1.07  -1.34 
KP84/SEDM2      59933.20300 120.00 r   -1.83  0.89  -2.06 
KP84/SEDM2      59933.20550 120.00 r   -1.23  1.08  -1.14 
KP84/SEDM2      59933.20728 120.00 r   -0.90  0.91  -1.00 
KP84/SEDM2      59933.20871 120.00 r   -1.72  0.94  -1.83 
KP84/SEDM2      59933.21085 120.00 r   -1.32  0.94  -1.40 
KP84/SEDM2      59933.21231 120.00 r   -0.82  0.97  -0.85 
KP84/SEDM2      59933.21375 120.00 r   -1.14  1.02  -1.12 
KP84/SEDM2      59933.21530 120.00 r   -2.16  0.99  -2.19 
KP84/SEDM2      59933.21674 120.00 r   -1.00  1.08  -0.93 
KP84/SEDM2      59933.21827 120.00 r   -1.08  1.05  -1.03 
KP84/SEDM2      59933.21973 120.00 r   -0.68  1.00  -0.69 
KP84/SEDM2      59933.22116 120.00 r   -1.12  1.04  -1.08 
KP84/SEDM2      59933.22379 120.00 r   -0.62  1.06  -0.58 
KP84/SEDM2      59933.22522 120.00 r   -0.10  0.98  -0.10 
KP84/SEDM2      59933.22666 120.00 r   -0.81  0.95  -0.85 
KP84/SEDM2      59933.28116 120.00 r   14.80  0.96  15.34 **
KP84/SEDM2      59933.28271 120.00 r   17.40  1.02  17.06 **
KP84/SEDM2      59933.28429 120.00 r   19.40  0.96  20.12 **
KP84/SEDM2      59933.28576 120.00 r   19.60  1.00  19.62 **
KP84/SEDM2      59933.28809 120.00 r   16.00  0.90  17.78 **
KP84/SEDM2      59933.28953 120.00 r   13.80  0.82  16.81 **
KP84/SEDM2      59933.29098 120.00 r    6.42  0.97   6.63 **
KP84/SEDM2      59933.29246 120.00 r    6.03  1.00   6.03 **
KP84/SEDM2      59933.29405 120.00 r    3.10  0.97   3.19 *
KP84/SEDM2      59933.29651 120.00 r   -0.99  1.03  -0.96 
KP84/SEDM2      59933.29796 120.00 r   -1.18  0.95  -1.24 
KP84/SEDM2      59933.29951 120.00 r   -1.31  0.87  -1.51 
KP84/SEDM2      59933.30119 120.00 r   -0.64  0.93  -0.69 
KP84/SEDM2      59933.30275 120.00 r   -1.58  0.98  -1.61 
KP84/SEDM2      59933.30423 120.00 r   -0.86  0.90  -0.96 
KP84/SEDM2      59933.30566 120.00 r   -1.56  0.93  -1.67 
KP84/SEDM2      59933.30709 120.00 r   -0.01  1.05  -0.01 
KP84/SEDM2      59933.30881 120.00 r    0.31  0.93   0.33 
KP84/SEDM2      59933.31024 120.00 r   -2.52  1.14  -2.21 
KP84/SEDM2      59933.31169 120.00 r   -1.35  1.08  -1.25 
KP84/SEDM2      59933.31345 120.00 r   -1.60  1.04  -1.54 
KP84/SEDM2      59933.31553 120.00 r   -1.47  0.99  -1.49 
KP84/SEDM2      59933.31698 120.00 r   -1.24  0.94  -1.31 
KP84/SEDM2      59933.31856 120.00 r   -1.50  1.07  -1.40 
KP84/SEDM2      59933.32000 120.00 r   -1.77  1.03  -1.72 
KP84/SEDM2      59933.32144 120.00 r   -2.19  0.98  -2.24 
KP84/SEDM2      59933.32287 120.00 r   -3.15  0.98  -3.22 
KP84/SEDM2      59933.32481 120.00 r   -3.13  1.08  -2.90 
KP84/SEDM2      59933.32632 120.00 r   -1.58  1.09  -1.45 
KP84/SEDM2      59933.32777 120.00 r   -0.93  1.03  -0.90 
KP84/SEDM2      59933.32921 120.00 r   -3.46  1.18  -2.93 
KP84/SEDM2      59933.33067 120.00 r   -2.13  1.08  -1.97 
KP84/SEDM2      59933.33243 120.00 r    0.53  1.29   0.41 
KP84/SEDM2      59933.33389 120.00 r   -1.59  1.15  -1.38 
KP84/SEDM2      59933.33533 120.00 r   -1.06  1.17  -0.91 
KP84/SEDM2      59933.33677 120.00 r   -2.08  1.12  -1.86 
KP84/SEDM2      59933.33868 120.00 r   -3.77  1.28  -2.95 
KP84/SEDM2      59933.34011 120.00 r   -0.71  1.34  -0.53 
KP84/SEDM2      59933.34154 120.00 r   -2.33  1.22  -1.91 
KP84/SEDM2      59933.34298 120.00 r   -2.32  1.19  -1.95 
GIT             59939.54541 300.00 r    3.52  4.06   0.87 
GIT             59939.54920 300.00 r    0.09  3.78   0.02 
GIT             59939.55290 300.00 r    3.57  3.65   0.98 
GIT             59939.55661 300.00 r    3.25  3.50   0.93 
GIT             59939.56031 300.00 r    4.25  3.10   1.37 
GIT             59939.56402 300.00 r    1.99  3.42   0.58 
GIT             59939.59716 300.00 r    3.27  4.42   0.74 
GIT             59939.60698 300.00 r    1.59  4.09   0.39 
GIT             59939.61067 300.00 r    4.25  4.15   1.02 
GIT             59939.61445 300.00 r    1.48  3.91   0.38 
GIT             59939.61823 300.00 r    6.56  4.65   1.41 
GIT             59939.62193 300.00 r   -5.66  3.68  -1.54 
GIT             59939.62574 300.00 r    1.11  4.29   0.26 
GIT             59939.62944 300.00 r   -6.13  4.19  -1.46 
GIT             59939.63324 300.00 r   -2.38  4.41  -0.54 
GIT             59939.63702 300.00 r   -5.95  4.34  -1.37 
GIT             59939.64083 300.00 r    3.27  4.24   0.77 
GIT             59939.64454 300.00 r    1.63  4.45   0.37 
GIT             59939.64834 300.00 r    2.28  4.37   0.52 
GIT             59939.65204 300.00 r    2.25  4.64   0.48 
GIT             59939.65585 300.00 r    5.72  5.01   1.14 
GIT             59939.65955 300.00 r    0.45  5.21   0.09 
GIT             59939.66713 300.00 r   -1.63  6.01  -0.27 
GIT             59939.67092 300.00 r    4.14  4.68   0.88 
GIT             59939.67461 300.00 r    6.62  5.48   1.21 
GIT             59939.67827 300.00 r    1.90  4.88   0.39 
GIT             59939.68202 300.00 r    1.96  5.44   0.36 
GIT             59939.72764 300.00 r    6.14  2.34   2.62 
GIT             59939.73140 300.00 r    2.00  2.61   0.77 
GIT             59939.73511 300.00 r   -0.36  2.57  -0.14 
GIT             59939.73886 300.00 r    2.71  2.56   1.06 
GIT             59939.74252 300.00 r    0.11  2.83   0.04 
GIT             59939.74633 300.00 r    3.27  3.16   1.03 
GIT             59939.75008 300.00 r    2.72  2.79   0.97 
GIT             59939.75384 300.00 r   -1.16  2.87  -0.40 
GIT             59939.75754 300.00 r    0.25  3.27   0.08 
GIT             59939.76120 300.00 r   -0.05  3.54  -0.02 
GIT             59939.76489 300.00 r   -6.93  3.75  -1.85 
GIT             59939.76864 300.00 r   -2.23  3.50  -0.64 
GIT             59939.77239 300.00 r   -5.73  3.82  -1.50 
GIT             59939.77612 300.00 r   -3.88  4.38  -0.89 
GIT             59939.77990 300.00 r   -7.35  4.03  -1.82 
GIT             59939.78366 300.00 r    5.61  4.65   1.21 
GIT             59939.78735 300.00 r   -0.86  4.86  -0.18 
GIT             59939.79106 300.00 r    1.74  3.92   0.44 
GIT             59939.79477 300.00 r    1.14  4.17   0.27 
GIT             59939.79842 300.00 r   -0.54  4.98  -0.11 
GIT             59939.80221 300.00 r    2.42  4.30   0.56 
GIT             59939.80596 300.00 r   -1.79  4.56  -0.39 
GIT             59939.80961 300.00 r    0.11  5.66   0.02 
GIT             59939.81328 300.00 r    5.85  5.00   1.17 
GIT             59939.81693 300.00 r   11.10  6.11   1.82 
GIT             59939.82070 300.00 r    6.39  4.73   1.35 
GIT             59939.83681 300.00 r    2.18  5.03   0.43 
GIT             59939.84055 300.00 r    2.22  5.29   0.42 
GIT             59939.84421 300.00 r    5.73  5.12   1.12 
GIT             59939.84796 300.00 r  -13.70  6.75  -2.03 
GIT             59939.85171 300.00 r   -1.70  6.74  -0.25 
GIT             59939.85537 300.00 r    1.58  8.35   0.19 
