#inst           mjdstart     exp   flt flux   unc   sig
NTT/ULTRACAM    59932.08034  20.41 u   -1.03  2.03  -0.51 
NTT/ULTRACAM    59932.08034  20.41 g    0.30  0.94   0.32 
NTT/ULTRACAM    59932.08034  20.41 i    2.96  2.38   1.24 
NTT/ULTRACAM    59932.08059  19.99 u    1.12  2.16   0.52 
NTT/ULTRACAM    59932.08059  19.99 g    0.54  0.94   0.58 
NTT/ULTRACAM    59932.08059  19.99 i    2.77  2.37   1.17 
NTT/ULTRACAM    59932.08082  19.99 u    4.46  1.99   2.24 
NTT/ULTRACAM    59932.08082  19.99 g   -1.45  0.86  -1.68 
NTT/ULTRACAM    59932.08082  19.99 i   -4.63  2.43  -1.91 
NTT/ULTRACAM    59932.08105  19.99 u    2.64  2.13   1.24 
NTT/ULTRACAM    59932.08105  19.99 g   -0.47  0.89  -0.52 
NTT/ULTRACAM    59932.08105  19.99 i    2.62  2.32   1.13 
NTT/ULTRACAM    59932.08128  19.99 u    0.65  2.14   0.31 
NTT/ULTRACAM    59932.08128  19.99 g   -1.96  0.94  -2.08 
NTT/ULTRACAM    59932.08128  19.99 i    2.06  2.59   0.80 
NTT/ULTRACAM    59932.08151  19.99 u    3.17  2.12   1.50 
NTT/ULTRACAM    59932.08151  19.99 g    0.31  0.89   0.35 
NTT/ULTRACAM    59932.08151  19.99 i   -0.73  2.32  -0.31 
NTT/ULTRACAM    59932.08174  19.99 u   -2.11  1.88  -1.12 
NTT/ULTRACAM    59932.08174  19.99 g   -1.76  0.94  -1.88 
NTT/ULTRACAM    59932.08174  19.99 i   -2.46  2.25  -1.09 
NTT/ULTRACAM    59932.08198  19.99 u    4.35  2.00   2.17 
NTT/ULTRACAM    59932.08198  19.99 g   -2.25  0.87  -2.58 
NTT/ULTRACAM    59932.08198  19.99 i    5.05  2.13   2.37 
NTT/ULTRACAM    59932.08221  19.99 u    0.99  2.05   0.48 
NTT/ULTRACAM    59932.08221  19.99 g   -0.32  0.89  -0.36 
NTT/ULTRACAM    59932.08221  19.99 i   -0.11  2.18  -0.05 
NTT/ULTRACAM    59932.08244  19.99 u   -0.73  1.98  -0.37 
NTT/ULTRACAM    59932.08244  19.99 g    1.10  0.92   1.20 
NTT/ULTRACAM    59932.08244  19.99 i    6.26  2.37   2.64 
NTT/ULTRACAM    59932.08267  19.99 u   -2.14  2.00  -1.07 
NTT/ULTRACAM    59932.08267  19.99 g   -0.05  0.99  -0.05 
NTT/ULTRACAM    59932.08267  19.99 i   -3.48  2.32  -1.50 
NTT/ULTRACAM    59932.08290  19.99 u    3.25  2.34   1.39 
NTT/ULTRACAM    59932.08290  19.99 g    0.56  0.92   0.61 
NTT/ULTRACAM    59932.08290  19.99 i   -0.75  2.32  -0.32 
NTT/ULTRACAM    59932.08313  19.99 u    3.43  2.13   1.61 
NTT/ULTRACAM    59932.08313  19.99 g    0.89  0.92   0.96 
NTT/ULTRACAM    59932.08313  19.99 i    2.87  2.39   1.20 
NTT/ULTRACAM    59932.08337  19.99 u    0.42  2.28   0.19 
NTT/ULTRACAM    59932.08337  19.99 g    0.58  1.07   0.55 
NTT/ULTRACAM    59932.08337  19.99 i    1.01  2.24   0.45 
NTT/ULTRACAM    59932.08360  19.99 u   -4.12  2.31  -1.78 
NTT/ULTRACAM    59932.08360  19.99 g    0.62  0.99   0.62 
NTT/ULTRACAM    59932.08360  19.99 i    2.04  2.31   0.88 
NTT/ULTRACAM    59932.08383  19.99 u    1.41  2.16   0.65 
NTT/ULTRACAM    59932.08383  19.99 g    0.33  0.93   0.36 
NTT/ULTRACAM    59932.08383  19.99 i    2.98  2.31   1.29 
NTT/ULTRACAM    59932.08406  19.99 u   -1.10  2.61  -0.42 
NTT/ULTRACAM    59932.08406  19.99 g    0.85  1.04   0.82 
NTT/ULTRACAM    59932.08406  19.99 i    0.75  2.54   0.30 
NTT/ULTRACAM    59932.08429  19.99 u    6.60  2.23   2.96 
NTT/ULTRACAM    59932.08429  19.99 g   -0.08  1.04  -0.08 
NTT/ULTRACAM    59932.08429  19.99 i   -2.14  2.68  -0.80 
NTT/ULTRACAM    59932.08452  19.99 u    3.15  2.22   1.42 
NTT/ULTRACAM    59932.08452  19.99 g    1.48  0.93   1.58 
NTT/ULTRACAM    59932.08452  19.99 i   -2.26  2.20  -1.03 
NTT/ULTRACAM    59932.08476  19.99 u    5.24  2.26   2.32 
NTT/ULTRACAM    59932.08476  19.99 g    1.52  0.94   1.62 
NTT/ULTRACAM    59932.08476  19.99 i    4.04  2.30   1.76 
NTT/ULTRACAM    59932.08499  19.99 u   -0.97  2.23  -0.44 
NTT/ULTRACAM    59932.08499  19.99 g    1.41  0.97   1.46 
NTT/ULTRACAM    59932.08499  19.99 i    2.31  2.27   1.02 
NTT/ULTRACAM    59932.08522  19.99 u    1.63  2.15   0.76 
NTT/ULTRACAM    59932.08522  19.99 g    0.06  1.04   0.06 
NTT/ULTRACAM    59932.08522  19.99 i    3.61  2.33   1.55 
NTT/ULTRACAM    59932.08545  19.99 u    3.06  2.31   1.32 
NTT/ULTRACAM    59932.08545  19.99 g    0.53  1.01   0.53 
NTT/ULTRACAM    59932.08545  19.99 i   -1.00  2.24  -0.45 
NTT/ULTRACAM    59932.08568  19.99 u    2.87  2.20   1.30 
NTT/ULTRACAM    59932.08568  19.99 g    0.56  0.93   0.60 
NTT/ULTRACAM    59932.08568  19.99 i   -3.03  2.25  -1.35 
NTT/ULTRACAM    59932.08591  19.99 u   -2.01  2.00  -1.00 
NTT/ULTRACAM    59932.08591  19.99 g    2.22  0.99   2.23 
NTT/ULTRACAM    59932.08591  19.99 i    4.47  2.04   2.19 
NTT/ULTRACAM    59932.08614  19.99 u    0.73  1.96   0.37 
NTT/ULTRACAM    59932.08614  19.99 g    0.16  0.90   0.18 
NTT/ULTRACAM    59932.08614  19.99 i    3.99  2.04   1.96 
NTT/ULTRACAM    59932.08638  19.99 u    2.46  2.24   1.10 
NTT/ULTRACAM    59932.08638  19.99 g    0.42  0.85   0.49 
NTT/ULTRACAM    59932.08638  19.99 i    4.17  2.19   1.90 
NTT/ULTRACAM    59932.08661  19.99 u    0.88  2.24   0.39 
NTT/ULTRACAM    59932.08661  19.99 g    2.11  0.94   2.24 
NTT/ULTRACAM    59932.08661  19.99 i    2.31  2.03   1.14 
NTT/ULTRACAM    59932.08684  19.99 u    2.29  2.12   1.08 
NTT/ULTRACAM    59932.08684  19.99 g    0.65  1.06   0.61 
NTT/ULTRACAM    59932.08684  19.99 i    2.80  2.08   1.35 
NTT/ULTRACAM    59932.08707  19.99 u    0.04  2.26   0.02 
NTT/ULTRACAM    59932.08707  19.99 g    1.34  0.92   1.46 
NTT/ULTRACAM    59932.08707  19.99 i    0.20  2.33   0.08 
NTT/ULTRACAM    59932.08730  19.99 u   -1.85  2.31  -0.80 
NTT/ULTRACAM    59932.08730  19.99 g   -0.24  0.96  -0.25 
NTT/ULTRACAM    59932.08730  19.99 i    2.14  2.11   1.01 
NTT/ULTRACAM    59932.08753  19.99 u    0.65  2.35   0.28 
NTT/ULTRACAM    59932.08753  19.99 g    0.25  0.92   0.27 
NTT/ULTRACAM    59932.08753  19.99 i    2.23  2.13   1.05 
NTT/ULTRACAM    59932.08777  19.99 u   -2.37  2.32  -1.02 
NTT/ULTRACAM    59932.08777  19.99 g    0.64  1.00   0.64 
NTT/ULTRACAM    59932.08777  19.99 i    1.46  2.24   0.65 
NTT/ULTRACAM    59932.08800  19.99 u    2.16  2.37   0.91 
NTT/ULTRACAM    59932.08800  19.99 g   -0.64  1.06  -0.60 
NTT/ULTRACAM    59932.08800  19.99 i    1.89  2.17   0.87 
NTT/ULTRACAM    59932.08823  19.99 u   -3.28  2.40  -1.37 
NTT/ULTRACAM    59932.08823  19.99 g   -0.28  0.96  -0.29 
NTT/ULTRACAM    59932.08823  19.99 i    2.85  2.42   1.18 
NTT/ULTRACAM    59932.08846  19.99 u    1.06  2.31   0.46 
NTT/ULTRACAM    59932.08846  19.99 g   -0.12  1.01  -0.12 
NTT/ULTRACAM    59932.08846  19.99 i    3.71  2.12   1.75 
NTT/ULTRACAM    59932.08869  19.99 u   -3.23  2.34  -1.38 
NTT/ULTRACAM    59932.08869  19.99 g    1.79  1.00   1.80 
NTT/ULTRACAM    59932.08869  19.99 i    1.12  2.14   0.52 
NTT/ULTRACAM    59932.08892  19.99 u   -0.75  1.88  -0.40 
NTT/ULTRACAM    59932.08892  19.99 g   -0.73  0.90  -0.81 
NTT/ULTRACAM    59932.08892  19.99 i   -5.02  1.84  -2.73 
NTT/ULTRACAM    59932.08916  19.99 u    1.92  2.16   0.89 
NTT/ULTRACAM    59932.08916  19.99 g    0.55  0.96   0.57 
NTT/ULTRACAM    59932.08916  19.99 i    3.49  2.09   1.67 
NTT/ULTRACAM    59932.08939  19.99 u    1.36  1.97   0.69 
NTT/ULTRACAM    59932.08939  19.99 g    0.74  0.99   0.75 
NTT/ULTRACAM    59932.08939  19.99 i    4.97  1.94   2.56 
NTT/ULTRACAM    59932.08962  19.99 u    2.85  1.93   1.48 
NTT/ULTRACAM    59932.08962  19.99 g   -1.20  0.97  -1.23 
NTT/ULTRACAM    59932.08962  19.99 i   -0.62  2.17  -0.28 
NTT/ULTRACAM    59932.08985  19.99 u    2.13  1.91   1.12 
NTT/ULTRACAM    59932.08985  19.99 g    1.24  0.94   1.31 
NTT/ULTRACAM    59932.08985  19.99 i    0.90  1.96   0.46 
NTT/ULTRACAM    59932.09008  19.99 u   -1.36  2.13  -0.64 
NTT/ULTRACAM    59932.09008  19.99 g    0.51  0.94   0.54 
NTT/ULTRACAM    59932.09008  19.99 i    1.46  1.94   0.75 
NTT/ULTRACAM    59932.09031  19.99 u   -4.47  2.26  -1.98 
NTT/ULTRACAM    59932.09031  19.99 g    0.03  0.99   0.03 
NTT/ULTRACAM    59932.09031  19.99 i    4.56  2.05   2.22 
NTT/ULTRACAM    59932.09054  19.99 u    1.72  2.27   0.76 
NTT/ULTRACAM    59932.09054  19.99 g    0.92  0.91   1.01 
NTT/ULTRACAM    59932.09054  19.99 i   -2.71  2.15  -1.26 
NTT/ULTRACAM    59932.09078  19.99 u    1.28  2.35   0.54 
NTT/ULTRACAM    59932.09078  19.99 g    0.52  0.91   0.58 
NTT/ULTRACAM    59932.09078  19.99 i    2.79  2.12   1.32 
NTT/ULTRACAM    59932.09101  19.99 u    2.52  2.27   1.11 
NTT/ULTRACAM    59932.09101  19.99 g   -0.46  0.99  -0.46 
NTT/ULTRACAM    59932.09101  19.99 i   -2.94  2.09  -1.41 
NTT/ULTRACAM    59932.09124  19.99 u    0.12  2.16   0.06 
NTT/ULTRACAM    59932.09124  19.99 g    0.55  1.07   0.51 
NTT/ULTRACAM    59932.09124  19.99 i    0.77  2.10   0.36 
NTT/ULTRACAM    59932.09147  19.99 u   -1.36  2.21  -0.62 
NTT/ULTRACAM    59932.09147  19.99 g   -0.21  0.94  -0.22 
NTT/ULTRACAM    59932.09147  19.99 i    2.97  2.14   1.39 
NTT/ULTRACAM    59932.09170  19.99 u   -1.10  2.24  -0.49 
NTT/ULTRACAM    59932.09170  19.99 g   -1.00  1.00  -1.00 
NTT/ULTRACAM    59932.09170  19.99 i    3.90  2.05   1.90 
NTT/ULTRACAM    59932.09193  19.99 u    0.46  2.18   0.21 
NTT/ULTRACAM    59932.09193  19.99 g   -0.54  0.89  -0.61 
NTT/ULTRACAM    59932.09193  19.99 i    2.42  2.19   1.11 
NTT/ULTRACAM    59932.09217  19.99 u    1.26  2.15   0.59 
NTT/ULTRACAM    59932.09217  19.99 g    1.02  1.00   1.02 
NTT/ULTRACAM    59932.09217  19.99 i    5.36  2.22   2.41 
NTT/ULTRACAM    59932.09240  19.99 u    1.05  2.47   0.43 
NTT/ULTRACAM    59932.09240  19.99 g   -0.51  0.90  -0.57 
NTT/ULTRACAM    59932.09240  19.99 i    1.59  2.05   0.78 
NTT/ULTRACAM    59932.09263  19.99 u    2.45  2.10   1.17 
NTT/ULTRACAM    59932.09263  19.99 g    1.38  0.97   1.42 
NTT/ULTRACAM    59932.09263  19.99 i    1.89  1.87   1.01 
NTT/ULTRACAM    59932.09286  19.99 u   -3.06  2.26  -1.35 
NTT/ULTRACAM    59932.09286  19.99 g   -0.18  0.96  -0.19 
NTT/ULTRACAM    59932.09286  19.99 i    3.77  2.09   1.80 
NTT/ULTRACAM    59932.09309  19.99 u    1.16  2.18   0.53 
NTT/ULTRACAM    59932.09309  19.99 g   -0.04  1.05  -0.04 
NTT/ULTRACAM    59932.09309  19.99 i    4.23  2.16   1.96 
NTT/ULTRACAM    59932.09332  19.99 u    0.59  1.93   0.31 
NTT/ULTRACAM    59932.09332  19.99 g    2.10  0.90   2.32 
NTT/ULTRACAM    59932.09332  19.99 i   -4.62  1.98  -2.33 
NTT/ULTRACAM    59932.09356  19.99 u    0.19  2.29   0.08 
NTT/ULTRACAM    59932.09356  19.99 g   -0.68  1.00  -0.68 
NTT/ULTRACAM    59932.09356  19.99 i    2.21  2.24   0.99 
NTT/ULTRACAM    59932.09379  19.99 u    4.00  2.42   1.65 
NTT/ULTRACAM    59932.09379  19.99 g   -0.12  0.97  -0.13 
NTT/ULTRACAM    59932.09379  19.99 i   -2.46  2.12  -1.16 
NTT/ULTRACAM    59932.09402  19.99 u    0.69  2.47   0.28 
NTT/ULTRACAM    59932.09402  19.99 g    0.21  0.95   0.23 
NTT/ULTRACAM    59932.09402  19.99 i    1.87  2.21   0.85 
NTT/ULTRACAM    59932.09425  19.99 u    3.35  1.96   1.71 
NTT/ULTRACAM    59932.09425  19.99 g   -0.51  0.89  -0.58 
NTT/ULTRACAM    59932.09425  19.99 i    0.39  1.90   0.21 
NTT/ULTRACAM    59932.09448  19.99 u    1.52  2.01   0.76 
NTT/ULTRACAM    59932.09448  19.99 g    0.14  0.99   0.14 
NTT/ULTRACAM    59932.09448  19.99 i    0.83  1.95   0.43 
NTT/ULTRACAM    59932.09471  19.99 u    0.74  2.16   0.34 
NTT/ULTRACAM    59932.09471  19.99 g   -0.50  0.95  -0.52 
NTT/ULTRACAM    59932.09471  19.99 i   -1.56  1.96  -0.80 
NTT/ULTRACAM    59932.09495  19.99 u    2.23  2.06   1.08 
NTT/ULTRACAM    59932.09495  19.99 g   -0.91  1.00  -0.91 
NTT/ULTRACAM    59932.09495  19.99 i   -0.03  2.01  -0.02 
NTT/ULTRACAM    59932.09518  19.99 u    0.12  2.17   0.06 
NTT/ULTRACAM    59932.09518  19.99 g   -0.38  0.95  -0.41 
NTT/ULTRACAM    59932.09518  19.99 i    1.89  2.04   0.93 
NTT/ULTRACAM    59932.09541  19.99 u    1.61  1.91   0.84 
NTT/ULTRACAM    59932.09541  19.99 g   -0.34  0.90  -0.37 
NTT/ULTRACAM    59932.09541  19.99 i    2.06  1.87   1.10 
NTT/ULTRACAM    59932.09564  19.99 u    1.27  2.08   0.61 
NTT/ULTRACAM    59932.09564  19.99 g    0.41  0.90   0.46 
NTT/ULTRACAM    59932.09564  19.99 i   -0.70  1.96  -0.36 
NTT/ULTRACAM    59932.09587  19.99 u    2.82  2.19   1.29 
NTT/ULTRACAM    59932.09587  19.99 g   -0.98  0.94  -1.05 
NTT/ULTRACAM    59932.09587  19.99 i    1.28  1.95   0.66 
NTT/ULTRACAM    59932.09610  19.99 u    1.49  2.08   0.72 
NTT/ULTRACAM    59932.09610  19.99 g    0.12  0.83   0.14 
NTT/ULTRACAM    59932.09610  19.99 i   -2.78  1.94  -1.43 
NTT/ULTRACAM    59932.09633  19.99 u    3.62  2.04   1.77 
NTT/ULTRACAM    59932.09633  19.99 g    2.00  0.86   2.32 
NTT/ULTRACAM    59932.09633  19.99 i    0.61  1.98   0.31 
NTT/ULTRACAM    59932.09657  19.99 u    2.04  2.00   1.02 
NTT/ULTRACAM    59932.09657  19.99 g   -0.74  0.83  -0.88 
NTT/ULTRACAM    59932.09657  19.99 i   -1.79  1.83  -0.98 
NTT/ULTRACAM    59932.09680  19.99 u    1.61  2.07   0.78 
NTT/ULTRACAM    59932.09680  19.99 g    0.03  0.99   0.03 
NTT/ULTRACAM    59932.09680  19.99 i    0.12  1.87   0.06 
NTT/ULTRACAM    59932.09703  19.99 u    0.70  2.06   0.34 
NTT/ULTRACAM    59932.09703  19.99 g    1.26  0.98   1.28 
NTT/ULTRACAM    59932.09703  19.99 i    1.26  1.83   0.69 
NTT/ULTRACAM    59932.09726  19.99 u   -0.16  2.45  -0.06 
NTT/ULTRACAM    59932.09726  19.99 g   -1.47  1.02  -1.44 
NTT/ULTRACAM    59932.09726  19.99 i   -2.57  1.98  -1.30 
NTT/ULTRACAM    59932.09749  19.99 u   -0.30  2.30  -0.13 
NTT/ULTRACAM    59932.09749  19.99 g    0.47  0.96   0.49 
NTT/ULTRACAM    59932.09749  19.99 i   -0.04  1.98  -0.02 
NTT/ULTRACAM    59932.09772  19.99 u   -3.34  2.18  -1.53 
NTT/ULTRACAM    59932.09772  19.99 g    1.57  0.98   1.60 
NTT/ULTRACAM    59932.09772  19.99 i    0.06  1.91   0.03 
NTT/ULTRACAM    59932.09796  19.99 u    1.23  2.27   0.54 
NTT/ULTRACAM    59932.09796  19.99 g    0.87  1.02   0.85 
NTT/ULTRACAM    59932.09796  19.99 i   -0.77  2.06  -0.37 
NTT/ULTRACAM    59932.09819  19.99 u    0.78  2.30   0.34 
NTT/ULTRACAM    59932.09819  19.99 g    0.43  1.03   0.42 
NTT/ULTRACAM    59932.09819  19.99 i   -0.40  2.22  -0.18 
NTT/ULTRACAM    59932.09842  19.99 u    0.67  2.49   0.27 
NTT/ULTRACAM    59932.09842  19.99 g   -0.51  1.01  -0.51 
NTT/ULTRACAM    59932.09842  19.99 i   -3.00  2.25  -1.33 
NTT/ULTRACAM    59932.09865  19.99 u   -1.45  2.43  -0.60 
NTT/ULTRACAM    59932.09865  19.99 g   -2.01  0.94  -2.14 
NTT/ULTRACAM    59932.09865  19.99 i    2.45  2.07   1.18 
NTT/ULTRACAM    59932.09888  19.99 u   -2.34  2.25  -1.04 
NTT/ULTRACAM    59932.09888  19.99 g   -0.38  1.02  -0.37 
NTT/ULTRACAM    59932.09888  19.99 i   -1.80  2.05  -0.88 
NTT/ULTRACAM    59932.09911  19.99 u    6.52  2.36   2.76 
NTT/ULTRACAM    59932.09911  19.99 g    0.15  1.10   0.13 
NTT/ULTRACAM    59932.09911  19.99 i   -2.91  2.05  -1.42 
NTT/ULTRACAM    59932.09935  19.99 u   -2.26  2.24  -1.01 
NTT/ULTRACAM    59932.09935  19.99 g    0.56  1.04   0.54 
NTT/ULTRACAM    59932.09935  19.99 i   -1.08  1.99  -0.54 
NTT/ULTRACAM    59932.09958  19.99 u   -1.48  2.39  -0.62 
NTT/ULTRACAM    59932.09958  19.99 g   -0.71  1.07  -0.67 
NTT/ULTRACAM    59932.09958  19.99 i   -3.25  2.03  -1.60 
NTT/ULTRACAM    59932.09981  19.99 u    0.09  2.23   0.04 
NTT/ULTRACAM    59932.09981  19.99 g    0.06  1.07   0.06 
NTT/ULTRACAM    59932.09981  19.99 i    1.30  2.28   0.57 
NTT/ULTRACAM    59932.10004  19.99 u   -0.99  2.52  -0.39 
NTT/ULTRACAM    59932.10004  19.99 g   -1.42  1.07  -1.33 
NTT/ULTRACAM    59932.10004  19.99 i   -0.41  2.42  -0.17 
NTT/ULTRACAM    59932.10027  19.99 u   -3.53  2.47  -1.43 
NTT/ULTRACAM    59932.10027  19.99 g    0.72  1.07   0.68 
NTT/ULTRACAM    59932.10027  19.99 i   -1.26  1.98  -0.64 
NTT/ULTRACAM    59932.10050  19.99 u    1.39  2.51   0.55 
NTT/ULTRACAM    59932.10050  19.99 g   -1.35  1.03  -1.31 
NTT/ULTRACAM    59932.10050  19.99 i   -3.04  2.18  -1.39 
NTT/ULTRACAM    59932.10073  19.99 u    1.20  2.62   0.46 
NTT/ULTRACAM    59932.10073  19.99 g   -0.55  0.99  -0.55 
NTT/ULTRACAM    59932.10073  19.99 i    2.49  2.35   1.06 
NTT/ULTRACAM    59932.10097  19.99 u    1.62  2.45   0.66 
NTT/ULTRACAM    59932.10097  19.99 g    0.51  1.03   0.49 
NTT/ULTRACAM    59932.10097  19.99 i   -1.88  2.05  -0.92 
NTT/ULTRACAM    59932.10120  19.99 u   -3.62  2.35  -1.54 
NTT/ULTRACAM    59932.10120  19.99 g   -0.43  0.99  -0.44 
NTT/ULTRACAM    59932.10120  19.99 i    0.84  1.95   0.43 
NTT/ULTRACAM    59932.10143  19.99 u    0.86  2.30   0.37 
NTT/ULTRACAM    59932.10143  19.99 g   -1.41  1.00  -1.41 
NTT/ULTRACAM    59932.10143  19.99 i    0.35  2.21   0.16 
NTT/ULTRACAM    59932.10166  19.99 u    1.02  2.01   0.51 
NTT/ULTRACAM    59932.10166  19.99 g   -1.01  0.99  -1.02 
NTT/ULTRACAM    59932.10166  19.99 i    0.18  2.00   0.09 
NTT/ULTRACAM    59932.10189  19.99 u   -4.38  2.61  -1.68 
NTT/ULTRACAM    59932.10189  19.99 g   -0.50  0.96  -0.53 
NTT/ULTRACAM    59932.10189  19.99 i   -0.33  2.17  -0.15 
NTT/ULTRACAM    59932.10212  19.99 u   -2.57  2.30  -1.12 
NTT/ULTRACAM    59932.10212  19.99 g    0.44  0.98   0.45 
NTT/ULTRACAM    59932.10212  19.99 i    3.58  2.14   1.67 
NTT/ULTRACAM    59932.10236  19.99 u    0.57  2.49   0.23 
NTT/ULTRACAM    59932.10236  19.99 g    0.27  1.05   0.25 
NTT/ULTRACAM    59932.10236  19.99 i    3.74  2.20   1.70 
NTT/ULTRACAM    59932.10259  19.99 u   -0.41  2.41  -0.17 
NTT/ULTRACAM    59932.10259  19.99 g   -0.35  1.00  -0.35 
NTT/ULTRACAM    59932.10259  19.99 i   -0.96  2.05  -0.47 
NTT/ULTRACAM    59932.10282  19.99 u   -3.68  2.47  -1.49 
NTT/ULTRACAM    59932.10282  19.99 g    0.62  1.09   0.57 
NTT/ULTRACAM    59932.10282  19.99 i   -2.53  2.51  -1.01 
NTT/ULTRACAM    59932.10305  19.99 u    3.19  2.41   1.32 
NTT/ULTRACAM    59932.10305  19.99 g   -0.66  1.06  -0.62 
NTT/ULTRACAM    59932.10305  19.99 i   -1.54  2.95  -0.52 
NTT/ULTRACAM    59932.10328  19.99 u   -2.51  2.33  -1.08 
NTT/ULTRACAM    59932.10328  19.99 g    0.06  1.02   0.06 
NTT/ULTRACAM    59932.10328  19.99 i   -0.24  2.13  -0.11 
NTT/ULTRACAM    59932.10351  19.99 u    0.72  2.33   0.31 
NTT/ULTRACAM    59932.10351  19.99 g    0.52  0.94   0.55 
NTT/ULTRACAM    59932.10351  19.99 i    1.65  1.96   0.84 
NTT/ULTRACAM    59932.10375  19.99 u   -3.93  2.25  -1.75 
NTT/ULTRACAM    59932.10375  19.99 g    1.78  1.00   1.78 
NTT/ULTRACAM    59932.10375  19.99 i   -2.19  2.17  -1.01 
NTT/ULTRACAM    59932.10398  19.99 u    2.23  2.35   0.95 
NTT/ULTRACAM    59932.10398  19.99 g    2.41  1.08   2.23 
NTT/ULTRACAM    59932.10398  19.99 i    2.17  2.19   0.99 
NTT/ULTRACAM    59932.10421  19.99 u   -2.34  2.52  -0.93 
NTT/ULTRACAM    59932.10421  19.99 g   -0.94  1.01  -0.93 
NTT/ULTRACAM    59932.10421  19.99 i    2.83  2.19   1.29 
NTT/ULTRACAM    59932.10444  19.99 u    0.28  2.28   0.12 
NTT/ULTRACAM    59932.10444  19.99 g   -0.51  1.09  -0.47 
NTT/ULTRACAM    59932.10444  19.99 i   -3.61  2.11  -1.71 
NTT/ULTRACAM    59932.10467  19.99 u   -1.20  2.50  -0.48 
NTT/ULTRACAM    59932.10467  19.99 g   -0.81  1.06  -0.76 
NTT/ULTRACAM    59932.10467  19.99 i    0.69  2.11   0.32 
NTT/ULTRACAM    59932.10490  19.99 u   -0.28  2.63  -0.11 
NTT/ULTRACAM    59932.10490  19.99 g   -1.29  0.99  -1.31 
NTT/ULTRACAM    59932.10490  19.99 i   -3.31  2.13  -1.55 
NTT/ULTRACAM    59932.10514  19.99 u    0.38  2.60   0.14 
NTT/ULTRACAM    59932.10514  19.99 g    1.72  1.12   1.54 
NTT/ULTRACAM    59932.10514  19.99 i    1.04  2.13   0.49 
NTT/ULTRACAM    59932.10537  19.99 u    0.47  2.33   0.20 
NTT/ULTRACAM    59932.10537  19.99 g   -0.06  1.03  -0.05 
NTT/ULTRACAM    59932.10537  19.99 i   -0.68  2.29  -0.30 
NTT/ULTRACAM    59932.10560  19.99 u   -1.83  2.26  -0.81 
NTT/ULTRACAM    59932.10560  19.99 g   -1.27  0.91  -1.40 
NTT/ULTRACAM    59932.10560  19.99 i   -1.80  2.04  -0.88 
NTT/ULTRACAM    59932.10583  19.99 u   -1.83  2.37  -0.77 
NTT/ULTRACAM    59932.10583  19.99 g    1.28  1.04   1.23 
NTT/ULTRACAM    59932.10583  19.99 i    0.35  2.20   0.16 
NTT/ULTRACAM    59932.10606  19.99 u    1.38  2.31   0.60 
NTT/ULTRACAM    59932.10606  19.99 g    0.36  1.02   0.35 
NTT/ULTRACAM    59932.10606  19.99 i   -1.11  2.06  -0.54 
NTT/ULTRACAM    59932.10629  19.99 u    1.66  2.58   0.64 
NTT/ULTRACAM    59932.10629  19.99 g   -0.57  1.05  -0.54 
NTT/ULTRACAM    59932.10629  19.99 i   -0.65  2.25  -0.29 
NTT/ULTRACAM    59932.10652  19.99 u    4.36  2.88   1.51 
NTT/ULTRACAM    59932.10652  19.99 g    0.82  1.23   0.66 
NTT/ULTRACAM    59932.10652  19.99 i    2.07  2.37   0.87 
NTT/ULTRACAM    59932.10676  19.99 u    0.56  2.29   0.24 
NTT/ULTRACAM    59932.10676  19.99 g    3.46  1.08   3.20 *
NTT/ULTRACAM    59932.10676  19.99 i   -3.60  2.02  -1.78 
NTT/ULTRACAM    59932.10699  19.99 u   -3.98  6.80  -0.59 
NTT/ULTRACAM    59932.10699  19.99 g   -0.43  2.14  -0.20 
NTT/ULTRACAM    59932.10699  19.99 i    2.20  4.24   0.52 
NTT/ULTRACAM    59933.05207  20.41 u    3.44  2.05   1.68 
NTT/ULTRACAM    59933.05207  20.41 g   -0.73  0.94  -0.78 
NTT/ULTRACAM    59933.05207  20.41 r   -1.25  1.26  -0.99 
NTT/ULTRACAM    59933.05232  19.99 u    0.40  2.36   0.17 
NTT/ULTRACAM    59933.05232  19.99 g   -0.37  0.95  -0.39 
NTT/ULTRACAM    59933.05232  19.99 r   -1.84  1.24  -1.48 
NTT/ULTRACAM    59933.05255  19.99 u   -1.93  2.06  -0.94 
NTT/ULTRACAM    59933.05255  19.99 g   -0.50  0.93  -0.54 
NTT/ULTRACAM    59933.05255  19.99 r    0.79  1.28   0.62 
NTT/ULTRACAM    59933.05278  19.99 u   -0.95  2.30  -0.41 
NTT/ULTRACAM    59933.05278  19.99 g   -1.50  0.95  -1.57 
NTT/ULTRACAM    59933.05278  19.99 r   -1.71  1.25  -1.37 
NTT/ULTRACAM    59933.05302  19.99 u   -0.83  2.41  -0.34 
NTT/ULTRACAM    59933.05302  19.99 g   -0.78  0.96  -0.81 
NTT/ULTRACAM    59933.05302  19.99 r   -0.20  1.22  -0.17 
NTT/ULTRACAM    59933.05325  19.99 u    4.15  2.25   1.84 
NTT/ULTRACAM    59933.05325  19.99 g    0.29  0.93   0.31 
NTT/ULTRACAM    59933.05325  19.99 r   -1.16  1.18  -0.98 
NTT/ULTRACAM    59933.05348  19.99 u    0.98  1.98   0.49 
NTT/ULTRACAM    59933.05348  19.99 g   -0.74  1.01  -0.73 
NTT/ULTRACAM    59933.05348  19.99 r    1.32  1.20   1.10 
